Username,average_bet,max_bet,bet_volatility,total_sessions,win_rate,total_profit,loss_chase_rate
AndreaEbbasta,0.5625,0.75,0.2651650429449553,2,0.5,-0.126795,0.0
Andrew12064,0.6000000000000001,0.8250000000000001,0.3181980515339465,1,0.5,-0.30061499999999997,1.0
Androcles,0.6910714285714287,3.75,1.3503918082224453,2,0.8571428571428571,1.3319249999999998,0.0
Androidtlt,0.011699999999999999,0.0375,0.01388434370072997,6,0.9,-0.0006225000000000002,1.0
Andromeda,0.4161923076923077,1.575,0.5848433653716444,9,0.8461538461538461,-0.08052000000000001,1.0
Andycarr,0.4046052631578948,3.3000000000000003,0.7451232015756295,4,0.9473684210526315,-2.6793750000000003,0.0
Ang3l0000,0.09375,0.19349999999999998,0.06734148053020515,2,0.6,1.0744725,0.5
Angel777fire,0.004685064935064935,0.363,0.030356982878291437,26,0.43506493506493504,-0.333435,0.20689655172413793
AngelicDevil,0.075,0.075,0.0,1,0.0,-0.075,0.0
Aniketdas,0.045,0.045,0.0,1,1.0,0.005985,0.0
Annakent,0.0323235294117647,0.6495,0.10207466990049059,10,0.1568627450980392,-0.9273299999999998,0.5
Annnna,1.93125,3.75,2.5721009165660664,2,1.0,0.5426325,0.0
Annonymous,0.01025,0.01575,0.004763139720814413,2,1.0,0.0010725,0.0
Anon12312,0.050499999999999996,0.11249999999999999,0.04865567798315012,3,0.8333333333333334,0.06292500000000001,0.0
Anonypaeng,0.0015,0.0015,0.0,1,1.0,0.00017250000000000002,0.0
Aochoa127,1.35045,5.09175,2.1401232324331234,2,0.8,0.2573850000000001,1.0
ApithBot,30.006,30.006,0.0,1,0.0,-30.006,0.0
Appeltaart,1.0119999999999998,1.42125,0.3590349042920479,1,1.0,3.8412450000000002,0.0
Appiddlx19,0.00075,0.00075,0.0,1,0.5,-0.0005025,0.0
AppleSawce,0.056249999999999994,0.056249999999999994,0.0,1,0.0,-0.056249999999999994,0.0
Archie2015,0.16875,0.1875,0.026516504294495525,1,0.5,-0.1473075,0.0
ArhtuBan,31.005000000000003,31.005000000000003,0.0,1,0.0,-31.005000000000003,0.0
ArinaAra,8.60475,25.439999999999998,14.580514246332328,1,0.6666666666666666,8.42751,0.0
Arkantos,0.00534375,0.030000000000000002,0.010113584834977443,3,1.0,0.002145,0.0
ArminiusII,0.375,0.375,0.0,1,1.0,0.05509499999999999,0.0
Arrakis,0.004875000000000001,0.00525,0.0005303300858899108,1,1.0,0.0048375,0.0
Arrogance,1.02075,1.02075,0.0,1,1.0,1.045185,0.0
Arszilla,0.017166666666666667,0.0825,0.021373086429652872,7,0.3888888888888889,0.295005,0.7
Aryugex,0.8918333333333334,3.75,1.2712482546694017,4,0.4444444444444444,-5.925187500000001,0.25
Ashburnc55,2.25,2.25,0.0,1,1.0,2.25,0.0
Ashikune,0.24965094339622643,1.08,0.21063643451969513,9,0.8490566037735849,-0.5811525000000001,0.25
AsianCanadians,1.2692307692307692,7.5,2.7715284938653784,2,1.0,1.9316175,0.0
AsmodeY,0.0015,0.0015,0.0,1,0.0,-0.0015,0.0
Atherial,0.0825,0.0825,0.0,1,1.0,0.07784250000000001,0.0
Aurelion,0.17250000000000001,0.17250000000000001,0.0,1,1.0,0.0069,0.0
AutoRobot,0.38437499999999997,0.7507499999999999,0.5181324939144426,1,1.0,0.07805999999999999,0.0
AwkTurtle,0.010923913043478261,0.1485,0.030019447747801818,6,0.34782608695652173,-0.20682,0.21428571428571427
Axelarr,0.0053750000000000004,0.015000000000000001,0.005759231719595939,3,0.8333333333333334,-0.00426,1.0
Axman,2.994,5.25,3.1904657967137022,2,0.5,1.1520000000000001,1.0
Axolotl,0.19499999999999998,0.19499999999999998,0.0,1,0.0,-0.19499999999999998,0.0
Ayaanu,0.075,0.075,0.0,1,0.0,-0.075,0.0
Aysuh,1.5,1.5,0.0,1,1.0,0.2201625,0.0
AyyVinny,1.7550000000000001,3.75,1.8283701758670206,4,0.4,-2.7607875,0.3333333333333333
Azorot,0.2605,0.375,0.19831981746663643,1,0.6666666666666666,0.2875725,0.0
Azymis,4.875,4.875,0.0,1,1.0,3.2175000000000002,0.0
B0N6K4R,2.25,2.25,0.0,1,1.0,3.0181199999999997,0.0
B3asT,0.75,0.75,0.0,1,0.0,-0.75,0.0
BANTSOT07,0.22499999999999998,0.22499999999999998,0.0,1,1.0,0.228015,0.0
BAUNTY,1.20075,2.4,1.695995614675934,1,0.0,-2.4015,1.0
BBaGGu,0.0615,0.0615,0.0,1,0.0,-0.0615,0.0
BELTHAZAR,0.5599999999999999,1.5,0.8162720134857008,3,0.0,-1.68,0.5
BOCbMOu,0.04363636363636365,0.25275000000000003,0.0743164991469226,8,0.6363636363636364,0.07776,1.0
BOOJA,32.296875,112.5,31.680990455634433,10,0.125,-346.4895375,0.5384615384615384
BRO33,0.10302,2.25,0.44783546504268723,13,0.72,2.2984275000000003,0.5
BRO90,0.028499999999999998,0.075,0.032363173515587124,3,0.25,-0.11277,0.3333333333333333
Baalzebul,1.5493750000000002,7.5,2.9361656277788555,3,0.8333333333333334,2.859555,0.0
Babah,0.5207142857142857,3.75,0.9980685812393569,8,0.7142857142857143,1.22064,0.75
Babuan12345,0.026776654411764706,0.75,0.06525753676215412,40,0.48161764705882354,-0.8566874999999999,0.30714285714285716
BabyBackBitch,3.5439642857142855,4.5,1.751097515539489,3,0.8571428571428571,-0.4002525000000001,0.0
BabyBudz,0.1815625,1.37175,0.3755730337673111,3,0.6666666666666666,-1.497165,0.75
Baca,0.004125,0.007500000000000001,0.004772970773009196,2,1.0,0.000825,0.0
BadaysCrib,0.22087499999999996,0.8999999999999999,0.3407786580025222,2,0.3333333333333333,0.7917674999999998,0.3333333333333333
Badgamer,2.7906,11.625,4.9830805532321065,3,0.6,-11.223885,1.0
Bahong,0.034,0.10875,0.039506328606946,5,0.5,-0.04723500000000001,0.0
BaitableHF,0.44999999999999996,0.44999999999999996,0.0,1,0.0,-0.44999999999999996,0.0
BallinForARari,0.75375,1.5,1.0553568709209222,2,1.0,0.2953125,0.0
BamMargera,1.1387500000000002,3.0,1.6167196533412957,2,0.3333333333333333,-2.9952975,1.0
Bambr,0.36074999999999996,3.0,0.8816915914876358,6,0.36363636363636365,2.1742649999999997,0.5714285714285714
Bananonymous2,0.16996875,1.242,0.4339331630048079,3,0.375,0.00046499999999999667,0.75
BangBros,0.32967857142857143,0.375,0.04587453775555362,2,0.8571428571428571,0.21666000000000002,1.0
Bangs,1.4353965517241378,7.5,2.2214048528276553,9,0.3793103448275862,-12.387405000000001,0.5882352941176471
BaoBa,15.0,15.0,0.0,1,1.0,15.394214999999999,0.0
BapeOverSupreme,0.0186,0.07425,0.02030024630392449,5,0.7,-0.002542500000000003,1.0
Barilla,1.89375,3.75,2.6251339251550574,1,1.0,0.25353749999999997,0.0
Barmalei68,0.0015,0.0015,0.0,1,0.0,-0.0015,0.0
Barni,1.18471875,7.5,2.6002896316615933,5,0.375,0.4573725,0.6
BarvazT,0.021,0.021,0.0,1,0.0,-0.021,0.0
Basotik,0.18789,3.0,0.5915098974235342,9,0.8,-3.321405,0.4
Bator,0.0025499999999999997,0.024,0.004208673310496166,16,0.9,0.01119,0.0
Bator2,0.0012900000000000001,0.012,0.0017345234009869769,20,0.92,0.007957500000000001,0.0
BatsBanaantje123,0.007500000000000001,0.007500000000000001,0.0,1,1.0,0.000675,0.0
Bazarok,0.01125,0.01125,0.0,1,1.0,0.0011250000000000001,0.0
BeansDaddy12,0.001875,0.003,0.0012323757543866239,2,0.8333333333333334,-0.001095,0.0
BearFawker,0.007500000000000001,0.007500000000000001,0.0,1,1.0,0.003465,0.0
BeatsByNav,0.378625,1.1744999999999999,0.4419027537252964,3,0.6666666666666666,-0.44752499999999995,0.0
Beggar_King,20.625,37.5,23.86485386504598,2,0.0,-41.25,1.0
Begin,0.14100000000000001,0.24000000000000002,0.09267888108949093,3,0.8,0.338535,1.0
Bekka,0.056999999999999995,0.09749999999999999,0.036031236448392935,2,1.0,0.217695,0.0
BelieveInMe,0.75,0.75,0.0,1,1.0,0.0212475,0.0
Benm2191,0.0030000000000000005,0.00525,0.0022500000000000003,1,0.3333333333333333,0.006090000000000001,1.0
Berlusconi,0.09,0.09,0.0,1,0.0,-0.09,0.0
BernieBro,0.22499999999999998,0.22499999999999998,0.0,1,0.0,-0.22499999999999998,0.0
Beshlyaga,0.00255,0.00525,0.0016431676725154984,2,0.8,0.05679750000000001,0.0
Best777,0.015000000000000001,0.015000000000000001,0.0,1,1.0,0.003,0.0
BetsLLC,3.75,3.75,0.0,1,0.0,-3.75,0.0
Bhumitsolanki,1.475,7.5,2.296090427226245,5,0.4444444444444444,1.775055,0.4
BiGaLPaL,0.0493125,0.24375,0.08166693027168341,11,0.3125,-0.35742,0.36363636363636365
Biapong,1.18725,1.18725,0.0,1,0.0,-1.18725,0.0
Bicarp,0.36107142857142854,1.125,0.36128490933650376,3,0.7142857142857143,-0.785775,0.0
BigMama,0.064125,0.375,0.1264507244514072,5,0.125,0.6557850000000001,0.3333333333333333
Bigbar,0.0425,0.08325,0.03820094894109307,3,0.6666666666666666,0.02096250000000001,0.0
BiggestMom,0.048,0.057,0.012727922061357857,1,1.0,0.08252999999999999,0.0
Bigmen,0.075,0.075,0.0,1,1.0,0.076635,0.0
BildungIstSuper,0.0025,0.00525,0.002410912690248239,2,0.6666666666666666,-0.0002925,1.0
BillGatesBTC,4.5,4.5,0.0,1,0.0,-4.5,0.0
Bill_K,0.24449999999999997,2.025,0.5227743640561248,5,0.6,-2.0104425,0.16666666666666666
Billionaire,9.11915625,41.4,13.39148413367448,7,0.25,138.89061750000002,0.6
BitBoyBroker,0.0072352941176470585,0.056249999999999994,0.013993433333910165,7,0.17647058823529413,0.36481500000000006,0.46153846153846156
BitBusterz,1.5,1.5,0.0,1,0.0,-1.5,0.0
BitCoinGoals,0.40537500000000004,0.4185,0.01856155300614681,2,0.0,-0.8107500000000001,1.0
BitTac,0.005750000000000001,0.012,0.005528336096873995,2,0.3333333333333333,-0.014212500000000001,0.0
BitTester,0.00975,0.01875,0.012727922061357855,2,0.5,-0.00018749999999999995,0.0
BitWizards134x,0.09721153846153846,0.15,0.05512333199988214,4,0.6153846153846154,-0.36309749999999996,0.2
BitWizards5x,0.023659090909090907,0.12075000000000001,0.03931225520230185,6,0.09090909090909091,-0.20743500000000004,0.5
Bitbank1424,0.375,0.375,0.0,1,0.0,-0.375,0.0
BitcoBumer,0.0034850000000000003,0.02475,0.0041455513068328915,27,0.21333333333333335,-0.22753500000000002,0.15254237288135594
BitcoinBlu,15.0,15.0,0.0,1,1.0,2.1397125,0.0
BitcoinWizards,0.38242187499999997,0.975,0.3254352901501817,17,0.625,-2.8330124999999997,0.17647058823529413
Bitcowner,0.029249999999999998,0.04275,0.012070107704573313,1,0.3333333333333333,0.04056000000000001,0.5
BlackCoupon,0.202171875,1.2225,0.35147488908348773,8,0.4375,-0.11428499999999997,0.5555555555555556
BlackShadow,1.429485294117647,7.5,1.7187256423086879,20,0.8431372549019608,6.1091775,0.625
Blackshadow007,0.20625,0.84,0.2850578230815636,2,0.9090909090909091,-0.36419999999999997,0.0
Blackwheel,1.117725,2.41725,0.7391785178493758,9,0.2,-4.3223025,0.5714285714285714
Blarg,0.05227941176470589,0.81,0.19531286764671285,3,0.8823529411764706,0.164235,0.0
BlizzardOBahs,8.625,15.0,9.015611460128481,1,1.0,3.2024999999999997,0.0
Block4o,0.026285714285714287,0.14400000000000002,0.030247860018756467,6,0.9523809523809523,-0.12301500000000003,0.0
Bloodaggie,0.045,0.045,0.0,1,1.0,0.009982500000000002,0.0
Bloodpawn3,0.1940625,0.49124999999999996,0.2263694781214994,3,0.75,0.8051550000000001,1.0
BluGz,0.625,0.75,0.21650635094610965,3,0.6666666666666666,-0.2894625,0.0
BluePixel33,0.033625,0.09375,0.03012505186717527,4,0.5,-0.1151775,0.5
BlueSalmon,0.01425,0.01425,0.0,1,1.0,0.0018525,0.0
BobbyD,0.54,1.5,0.8330403651684594,2,0.6666666666666666,0.073125,1.0
Bocah_Liar,0.7118333333333333,14.76825,2.8435927344510983,12,0.2962962962962963,4.8832125,0.3888888888888889
Bodster96,0.02225735294117647,0.18,0.04062930561305387,16,0.4117647058823529,-0.218805,0.5263157894736842
Bond027,0.2926875,0.75,0.31190826475904737,2,0.75,0.01868249999999999,0.0
BoolinAtTheBondo,0.0375,0.0375,0.0,1,1.0,0.004875,0.0
Boom228,0.07575,0.15,0.10500535700620231,2,0.0,-0.1515,0.0
Boooom,0.75,0.75,0.0,1,1.0,0.24000000000000002,0.0
Borsergey,0.011929687500000001,0.01725,0.004801811811533966,14,0.875,-0.010785,0.5
Borysik99,0.7999999999999999,1.5,0.6763874629234342,2,0.6666666666666666,0.43063500000000005,1.0
BostaBit,0.075,0.075,0.0,1,1.0,0.0084525,0.0
Br1an,0.0375,0.0375,0.0,1,0.0,-0.0375,0.0
BrOkEnSiL,0.00625,0.0105,0.003290611645272046,4,0.8888888888888888,0.0069525,1.0
Brabus111,0.00075,0.00075,0.0,1,1.0,0.0007575,0.0
Brak,0.75,0.75,0.0,1,1.0,0.79647,0.0
Bram2,0.075,0.075,0.0,1,0.0,-0.075,0.0
Brat1,0.0855,0.0855,0.0,1,1.0,0.096705,0.0
Bratuha,0.004125,0.00675,0.0018874586088176875,1,0.25,-0.0134175,0.0
Bratushka,0.028874999999999998,0.0375,0.017249999999999998,1,0.5,-0.018,0.5
Breadstick,1.5,1.5,0.0,1,0.0,-1.5,0.0
BreakfastBowls,0.18830357142857143,0.375,0.14451364649999415,10,0.6428571428571429,0.45306750000000007,0.6
BreakingBenjamin,0.12525,0.1755,0.07106423150924802,1,0.5,-0.02586,0.0
BreakingTheHabit,0.00075,0.00075,0.0,1,1.0,0.0002625,0.0
Breh,0.0030000000000000005,0.006,0.002704163456597992,2,0.0,-0.009000000000000001,0.5
Brennan,1.25,1.5,0.3872983346207417,2,1.0,0.8055599999999999,0.0
BroWatchaDoin,94.5,255.00000000000003,108.01388799594245,3,0.25,-322.4820075,0.5
BruskG,0.11699999999999999,0.21,0.13152186130069785,1,0.5,-0.20736,0.0
Bryan27,0.007500000000000001,0.007500000000000001,0.0,1,0.0,-0.007500000000000001,0.0
BuSteRbitZ,0.00525,0.01425,0.0032691742076555053,3,0.45454545454545453,0.02531249999999999,0.3333333333333333
Bubba,0.0166875,0.027,0.008935033375906965,5,1.0,0.0094875,0.0
BubbaKush,0.15,0.22499999999999998,0.06123724356957944,2,0.75,-0.0152775,0.0
Buckla,0.002,0.0045000000000000005,0.0013133925536563697,3,0.6666666666666666,0.004545,0.5
Budderman,0.075,0.075,0.0,1,0.0,-0.075,0.0
